		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
001000111   21   21   29   24   21   28   31   20  5.587296 0.693350 SUCCESS  32
001001011   38   28   24   19   30   21   23   25 11.545776 0.172650 SUCCESS  33
001001101   20   21   30   27   25   21   25   27  3.731766 0.880477 SUCCESS  34
001001111   25   17   21   20   14   24   28   27  9.067323 0.336649 SUCCESS  35
001010011   26   21   33   19   14   20   25   27 10.669977 0.221109 SUCCESS  36
001010101   33   22   32   24   21   20   32   24  9.596907 0.294465 SUCCESS  37
001010111   24   27   19   26   26   25   18   22  3.739048 0.879867 SUCCESS  38
001011011   19   23   21   22   29   27   28   18  5.518450 0.700995 SUCCESS  39
001011101   29   25   22   16   15   26   17   23 10.397241 0.238244 SUCCESS  40
001011111   25   21   18   18   30   20   33   20 10.076843 0.259674 SUCCESS  41
001100101   28   25   23   20   23   12   23   32 10.593849 0.225791 SUCCESS  42
001100111   20   20   21   24   28   22   17   15  8.989872 0.343151 SUCCESS  43
001101011   20   21   31   28   30   27   25   23  5.419153 0.711980 SUCCESS  44
001101101   24   16   24   20   32   30   28   28  8.697939 0.368415 SUCCESS  45
001101111   21   24   26   23   26   23   20   28  2.248270 0.972439 SUCCESS  46
001110101   22   28   25   20   23   28   28   22  3.053899 0.930930 SUCCESS  47
001110111   19   26   33   25   26   29   18   21  7.722843 0.461001 SUCCESS  48
001111011   17   22   13   22   23   34   16   23 15.370695 0.052326 SUCCESS  49
001111101   20   18   22   22   24   20   22   27  4.398380 0.819512 SUCCESS  50
001111111   28   27   28   20   29   23   19   21  4.909428 0.767211 SUCCESS  51
010000011   31   21   20   22   30   35   24   31 11.343210 0.183000 SUCCESS  52
010000111   16   18   23   29   30   22   18   24  9.017013 0.340863 SUCCESS  53
010001011   20   26   17   18   18   22   24   23  7.049609 0.531290 SUCCESS  54
010001111   22   15   28   27   15   30   28   17 12.762495 0.120287 SUCCESS  55
010010011   24   27   23   22   25   26   27   24  1.037509 0.998000 SUCCESS  56
010010111   32   30   24   18   25   19   25   23  6.866903 0.551059 SUCCESS  57
010011011   26   19   28   17   26   23   21   29  5.789861 0.670757 SUCCESS  58
010011111   20   23   26   21   18   19   23   29  5.449604 0.708617 SUCCESS  59
010100011   25   28   23   28   19   23   28   28  3.613934 0.890170 SUCCESS  60
010100111   25   25   35   29   13   22   23   21 12.009824 0.150766 SUCCESS  61
010101011   28   26   36   26   19   21   30   22  9.766374 0.281808 SUCCESS  62
010101111   34   27   27   31   23   25   18   21  8.647628 0.372888 SUCCESS  63
010110011   19   31   28   26   28   21   17   18  8.831659 0.356696 SUCCESS  64
010110111   24   23   22   27   17   22   24   16  6.177782 0.627325 SUCCESS  65
010111011   24   23   26   19   18   31   22   23  5.340377 0.720653 SUCCESS  66
010111111   30   23   17   22   20   30   24   22  6.374390 0.605371 SUCCESS  67
011000111   22   33   25   27   28   22   23   27  4.843230 0.774193 SUCCESS  68
011001111   21   26   18   26   30   21   19   24  5.501238 0.702903 SUCCESS  69
011010111   21   21   21   28   29   31   22   28  5.554197 0.697028 SUCCESS  70
011011111   29   25   25   24   28   25   18   26  3.342522 0.911062 SUCCESS  71
011101111   19   22   35   22   18   33   22   20 12.416279 0.133574 SUCCESS  72
011111111   31   20   32   25   25   24   19   16  9.374482 0.311696 SUCCESS  73
100000000   34   15   17   22   24   31   23   28 12.696297 0.122735 SUCCESS  74
100010000   29   24   32   20   27   27   31   22  6.835128 0.554521 SUCCESS  75
100100000   26   28   24   31   24   31   27   30  5.980512 0.649415 SUCCESS  76
100101000   24   27   35   28   22   23   24   37 12.665846 0.123876 SUCCESS  77
100110000   23   26   18   20   16   34   33   25 12.789636 0.119295 SUCCESS  78
100111000   24   22   29   23   34   31   23   23  7.148244 0.520726 SUCCESS  79
101000000   26   32   30   29   20   21   21   32  9.029591 0.339806 SUCCESS  80
101000100   25   22   25   22   25   26   27   26  1.037509 0.998000 SUCCESS  81
101001000   20   29   21   24   24   23   30   25  3.647033 0.887484 SUCCESS  82
101001100   30   13   22   20   22   27   18   25 10.177464 0.252791 SUCCESS  83
101010000   21   25   22   27   21   16   23   21  5.084853 0.748470 SUCCESS  84
101010100   37   25   18   29   25   18   30   28 13.003455 0.111731 SUCCESS  85
101011000   27   27   22   30   15   26   25   26  6.121513 0.633623 SUCCESS  86
101011100   24   23   31   28   32   32   31   29 10.125167 0.256351 SUCCESS  87
101100000   32   19   29   26   20   32   22   26  8.308695 0.403912 SUCCESS  88
101100100   17   22   18   23   21   18   24   20  7.430247 0.491001 SUCCESS  89
101101000   26   24   18   24   29   17   18   26  6.915889 0.545734 SUCCESS  90
101101100   25   25   21   18   25   39   24   18 13.043836 0.110350 SUCCESS  91
101110000   24   30   23   24   19   26   30   25  4.113729 0.846719 SUCCESS  92
101110100   18   21   29   23   20   27   18   20  6.864255 0.551347 SUCCESS  93
101111000   22   28   27   28   32   28   18   25  6.377038 0.605077 SUCCESS  94
101111100   21   19   26   19   22   20   28   30  6.009639 0.646152 SUCCESS  95
110000000   26   21   28   23   12   34   24   29 12.552647 0.128197 SUCCESS  96
110000010   29   21   26   28   33   24   29   23  6.165866 0.628658 SUCCESS  97
110000100   26   28   24   31   29   33   28   28  7.642081 0.469190 SUCCESS  98
110001000   26   25   31   23   28   24   28   17  5.478069 0.705469 SUCCESS  99
110001010   15   23   31   25   17   27   26   29  9.298354 0.317756 SUCCESS 100
110010000   24   24   27   26   32   26   25   29  3.878064 0.867954 SUCCESS 101
110010010   27   30   21   27   23   23   30   21  4.376535 0.821655 SUCCESS 102
110010100   30   24   33   23   16   20   21   34 12.756537 0.120505 SUCCESS 103
110011000   24   24   28   27   19   25   33   21  5.723664 0.678154 SUCCESS 104
110011010   25   22   23   32   23   19   26   20  5.035867 0.753736 SUCCESS 105
110100000   24   24   21   25   23   29   16   31  6.332685 0.610020 SUCCESS 106
110100010   26   22   17   24   23   20   24   21  4.076658 0.850142 SUCCESS 107
110100100   19   29   22   22   23   25   33   28  6.401531 0.602349 SUCCESS 108
110101000   24   31   22   16   25   21   20   20  7.229006 0.512138 SUCCESS 109
110101010   32   29   22   31   23   19   28   26  7.411050 0.493001 SUCCESS 110
110101100   20   24   24   28   24   19   22   23  2.950630 0.937417 SUCCESS 111
110110000   28   18   26   24   17   34   16   28 12.162079 0.144118 SUCCESS 112
110110010   23   22   21   22   34   28   28   21  6.553786 0.585448 SUCCESS 113
110110100   27   21   23   19   28   28   17   24  5.518450 0.700995 SUCCESS 114
110111000   21   22   14   29   19   25   24   23  7.550728 0.478538 SUCCESS 115
110111010   33   18   28   28   18   27   19   30 10.553468 0.228306 SUCCESS 116
110111100   13   24   27   30   25   27   26   14 12.119050 0.145971 SUCCESS 117
111000000   24   34   23   22   21   29   24   28  6.181754 0.626881 SUCCESS 118
111000010   31   24   25   19   26   27   24   24  3.511989 0.898257 SUCCESS 119
111000100   23   29   29   24   21   25   26   19  3.731766 0.880477 SUCCESS 120
111000110   26   18   25   31   39   27   27   26 13.419841 0.098198 SUCCESS 121
111001000   26   21   30   32   27   27   29   27  6.132767 0.632363 SUCCESS 122
111001010   26   26   25   27   22   27   26   37  7.886352 0.444650 SUCCESS 123
111001100   26   26   28   28   27   23   21   14  6.756352 0.563134 SUCCESS 124
111010000   14   16   27   20   32   25   16   26 14.236062 0.075816 SUCCESS 125
111010010   20   24   25   23   21   22   25   22  1.916618 0.983462 SUCCESS 126
111010100   19   21   26   14   22   21   27   25  7.448783 0.489074 SUCCESS 127
111010110   28   35   22   28   27   21   16   22 10.112590 0.257212 SUCCESS 128
111011000   26   24   27   17   24   26   18   23  4.653904 0.793845 SUCCESS 129
111011010   22   23   24   33   14   24   14   23 12.719466 0.121873 SUCCESS 130
111011100   18   25   19   24   25   20   24   23  3.915797 0.864640 SUCCESS 131
111100000   29   25   24   24   25   22   14   32  8.214032 0.412847 SUCCESS 132
111100010   19   30   30   17   25   27   27   23  6.884114 0.549186 SUCCESS 133
111100100   25   30   29   24   23   23   31   28  4.810131 0.777663 SUCCESS 134
111100110   22   20   26   24   24   16   22   24  4.424197 0.816968 SUCCESS 135
111101000   23   26   31   21   23   27   18   20  5.450928 0.708471 SUCCESS 136
111101010   23   21   24   28   25   24   26   19  2.493864 0.962016 SUCCESS 137
111101100   24   23   24   20   25   29   21   22  2.561386 0.958807 SUCCESS 138
111101110   27   22   16   26   22   23   23   23  4.119686 0.846167 SUCCESS 139
111110000   32   17   33   19   26   22   14   22 14.313513 0.073951 SUCCESS 140
111110010   21   19   27   25   28   21   26   31  5.019979 0.755439 SUCCESS 141
111110100   24   28   22   16   27   22   22   24  4.569171 0.802474 SUCCESS 142
111110110   21   23   25   28   22   24   21   29  2.773882 0.947737 SUCCESS 143
111111000   27   25   28   20   27   20   12   22  9.534019 0.299265 SUCCESS 144
111111010   33   26   21   10   30   28   21   20 15.703671 0.046823 SUCCESS 145
111111100   23   21   28   26   20   20   21   20  4.178603 0.840660 SUCCESS 146
111111110   31   20   32   25   25   24   19   16  9.374482 0.311696 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   35   24   29   21   19   20   20   19 10.263521 0.247015 SUCCESS   0
000000011   35   24   31   29   25   19   16   28 12.299771 0.138322 SUCCESS   1
000000101   22   23   23   18   23   26   20   16  6.143359 0.631177 SUCCESS   2
000000111   37   21   23   26   22   17   21   22 10.704400 0.219017 SUCCESS   3
000001001   25   20   21   27   22   23   24   19  3.179013 0.922626 SUCCESS   4
000001011   21   18   18   24   23   29   18   21  7.168765 0.518539 SUCCESS   5
000001101   28   24   20   21   25   19   20   31  5.781256 0.671719 SUCCESS   6
000001111   26   25   21   22   22   29   22   20  3.061181 0.930460 SUCCESS   7
000010001   24   24   26   41   20   28   18   25 14.917901 0.060762 SUCCESS   8
000010011   23   21   23   19   16   25   19   23  6.210881 0.623623 SUCCESS   9
000010101   23   22   33   23   20   29   24   23  5.350307 0.719562 SUCCESS  10
000010111   28   15   19   29   22   26   19   18  9.745191 0.283368 SUCCESS  11
000011001   27   25   32   32   29   33   28   24  9.786234 0.280351 SUCCESS  12
000011011   19   21   17   29   23   25   21   33  8.662192 0.371589 SUCCESS  13
000011101   38   31   29   28   24   24   21   20 12.453350 0.132094 SUCCESS  14
000011111   23   23   23   22   22   20   21   19  3.279634 0.915604 SUCCESS  15
000100011   24   22   29   36   25   29   21   24  8.258384 0.408646 SUCCESS  16
000100101   13   28   17   27   23   20   27   19 11.083714 0.197001 SUCCESS  17
000100111   24   20   29   19   21   18   22   17  7.744688 0.458799 SUCCESS  18
000101001   18   18   16   24   18   22   21   20  9.751149 0.282928 SUCCESS  19
000101011   24   20   28   17   21   23   27   20  5.373476 0.717014 SUCCESS  20
000101101   26   28   23   28   26   27   20   17  4.824695 0.776138 SUCCESS  21
000101111   32   23   20   24   22   27   25   19  5.137811 0.742750 SUCCESS  22
000110011   25   24   33   25   16   25   27   28  7.011876 0.535352 SUCCESS  23
000110101   36   23   27   18   24   23   27   27  8.469556 0.388996 SUCCESS  24
000110111   22   26   18   21   20   33   25   29  7.442825 0.489693 SUCCESS  25
000111001   38   24   18   33   23   24   21   24 13.299360 0.101956 SUCCESS  26
000111011   30   34   26   25   23   24   28   24  6.005005 0.646671 SUCCESS  27
000111101   25   29   25   33   15   19   20   25  9.874277 0.273961 SUCCESS  28
000111111   25   28   19   26   20   16   23   25  5.814355 0.668018 SUCCESS  29
001000011   19   24   27   32   29   26   25   23  5.080219 0.748969 SUCCESS  30
001000101   22   21   31   22   23   22   20   27  4.256054 0.833314 SUCCESS  31
001000111   26   28   29   31   26   31   21   28  6.395573 0.603013 SUCCESS  32
001001011   13   20   21   32   29   22   28   18 12.686367 0.123106 SUCCESS  33
001001101   20   26   22   21   27   31   30   24  5.130530 0.743538 SUCCESS  34
001001111   27   22   25   27   35   22   30   23  7.250189 0.509896 SUCCESS  35
001010011   27   17   22   30   12   17   20   25 13.845494 0.085883 SUCCESS  36
001010101   23   30   27   23   26   20   20   16  6.518039 0.589407 SUCCESS  37
001010111   22   19   25   22   22   20   33   18  7.669884 0.466363 SUCCESS  38
001011011   25   32   20   27   28   30   23   14 10.112590 0.257212 SUCCESS  39
001011101   21   30   31   26   26   26   23   29  4.970992 0.760672 SUCCESS  40
001011111   26   24   23   22   23   21   26   28  1.672347 0.989463 SUCCESS  41
001100101   26   28   30   27   34   19   30   25  8.759503 0.362989 SUCCESS  42
001100111   30   27   25   21   22   23   27   25  2.749388 0.949087 SUCCESS  43
001101011   29   34   24   22   26   25   28   24  5.733593 0.677045 SUCCESS  44
001101101   23   23   15   25   27   26   30   22  5.891806 0.659350 SUCCESS  45
001101111   26   27   25   23   19   31   27   31  5.707776 0.679927 SUCCESS  46
001110101   32   15   34   18   13   28   21   21 18.863301 0.015608 SUCCESS  47
001110111   27   30   29   25   22   20   20   21  4.900823 0.768122 SUCCESS  48
001111011   23   29   29   32   22   23   17   21  7.460037 0.487906 SUCCESS  49
001111101   24   28   29   15   33   22   23   24  8.663516 0.371471 SUCCESS  50
001111111   27   25   19   26   23   20   32   34  8.901829 0.350645 SUCCESS  51
010000011   29   22   22   21   37   15   12   23 18.939428 0.015187 SUCCESS  52
010000111   36   22   23   37   23   22   24   18 14.824562 0.062648 SUCCESS  53
010001011   26   27   29   18   23   26   25   28  3.783401 0.876118 SUCCESS  54
010001111   18   25   32   29   17   15   19   19 13.625716 0.092058 SUCCESS  55
010010011   24   20   20   26   30   31   29   28  6.377038 0.605077 SUCCESS  56
010010111   19   31   20   24   33   24   32   18 11.231335 0.188933 SUCCESS  57
010011011   20   28   26   24   20   27   28   27  3.427256 0.904761 SUCCESS  58
010011111   19   16   21   22   26   18   28   22  7.592432 0.474259 SUCCESS  59
010100011   24   21   24   22   25   16   28   18  6.034132 0.643408 SUCCESS  60
010100111   33   11   24   25    8   20   18   27 24.995881 0.001557 FAILURE  61
010101011   20   33   34   19   30   22   22   17 13.230514 0.104161 SUCCESS  62
010101111   21   20   31   27   27   18   29   23  6.443236 0.597711 SUCCESS  63
010110011   20   26   18   23   26   28   30   32  7.181343 0.517200 SUCCESS  64
010110111   25   33   31   21   28   26   25   23  6.241994 0.620145 SUCCESS  65
010111011   17   23   32   34   26   32   32   26 13.869325 0.085236 SUCCESS  66
010111111   29   25   30   21   20   20   21   22  5.103388 0.746471 SUCCESS  67
011000111   26   21   29   20   23   25   28   27  3.249183 0.917761 SUCCESS  68
011001111   21   32   21   20   30   29   28   26  7.131033 0.522564 SUCCESS  69
011010111   22   31   23   23   25   27   28   22  3.351128 0.910432 SUCCESS  70
011011111   29   30   24   13   24   30   19   37 17.036236 0.029734 SUCCESS  71
011101111   12   24   31   30   23   21   24   21 10.763316 0.215474 SUCCESS  72
011111111   29   20   28   26   26   24   30   24  3.826429 0.872434 SUCCESS  73
100000000   35   24   29   21   19   20   20   19 10.263521 0.247015 SUCCESS  74
100010000   21   27   19   31   27   20   18   19  7.932690 0.440073 SUCCESS  75
100100000   25   21   20   29   27   23   21   18  4.814765 0.777178 SUCCESS  76
100101000   21   29   24   16   26   20   21   33  8.933604 0.347928 SUCCESS  77
100110000   23   18   30   26   35   32   21   32 13.402629 0.098727 SUCCESS  78
100111000   28   21   11   24   10   24   15   28 21.732983 0.005435 FAILURE  79
101000000   33   20   25   21   26   18   24   34 10.214534 0.250290 SUCCESS  80
101000100   24   20   33   23   37   18   27   27 13.079583 0.109141 SUCCESS  81
101001000   23   24   26   32   18   25   21   21  5.374800 0.716868 SUCCESS  82
101001100   29   30   27   33   24   26   18   25  7.512995 0.482425 SUCCESS  83
101010000   30   20   26   28   20   20   30   25  5.791185 0.670609 SUCCESS  84
101010100   26   24   22   20   12   18   20   20 11.065179 0.198033 SUCCESS  85
101011000   23   18   21   21   24   25   19   17  6.371742 0.605666 SUCCESS  86
101011100   15   31   18   10   22   25   30   22 17.938515 0.021692 SUCCESS  87
101100000   28   24   25   25   28   25   25   23  1.250004 0.996123 SUCCESS  88
101100100   24   31   31   28   32   26   29   35 12.464604 0.131647 SUCCESS  89
101101000   26   25   23   23   19   17   23   19  5.160981 0.740240 SUCCESS  90
101101100   30   32   23   26   26   25   19   29  6.224782 0.622069 SUCCESS  91
101110000   25   22   15   26   12   34   27   19 16.049886 0.041672 SUCCESS  92
101110100   32   26   28   28   20   24   22   21  5.215263 0.734340 SUCCESS  93
101111000   22   34   34   22   24   28   34   20 13.580702 0.093370 SUCCESS  94
101111100   15   27   23   30   21   25   25   20  6.780845 0.560452 SUCCESS  95
110000000   22   22   33   30   26   25   19   22  6.553786 0.585448 SUCCESS  96
110000010   23   18   25   26   21   24   26   19  3.780753 0.876343 SUCCESS  97
110000100   25   24   29   31   20   22   24   26  3.944262 0.862117 SUCCESS  98
110001000   17   26   22   27   21   21   26   17  6.364460 0.606478 SUCCESS  99
110001010   21   16   20   27   21   21   24   17  7.888337 0.444453 SUCCESS 100
110010000   22   26   16   29   25   24   21   17  7.068144 0.529299 SUCCESS 101
110010010   20   20   27   33   36   31   24   42 25.741933 0.001163 FAILURE 102
110010100   28   19   32   25   24   19   27   37 12.503661 0.130107 SUCCESS 103
110011000   24   27   26   26   30   27   25   32  4.590354 0.800327 SUCCESS 104
110011010   29   25   31   18   23   24   23   32  7.113821 0.524404 SUCCESS 105
110100000   38   21   23   15   22   23   14   23 17.142815 0.028656 SUCCESS 106
110100010   27   22   26   14   28   19   31   19 10.085448 0.259080 SUCCESS 107
110100100   22   21   31   33   26   20   21   24  7.138314 0.521786 SUCCESS 108
110101000   30   16   25   31   24   19   32   25  9.884207 0.273247 SUCCESS 109
110101010   23   27   29   16   16   20   22   21  8.795912 0.359804 SUCCESS 110
110101100   27   20   32   26   30   23   29   27  6.259205 0.618222 SUCCESS 111
110110000   32   25   27   27   26   28   17   25  6.029498 0.643928 SUCCESS 112
110110010   21   31   27   26   28   24   31   29  6.030822 0.643779 SUCCESS 113
110110100   27   28   20   27   28   24   24   19  3.740372 0.879755 SUCCESS 114
110111000   28   20   21   27   18   23   22   20  5.025937 0.754800 SUCCESS 115
110111010   29   29   19   32   28   28   24   29  7.479896 0.485847 SUCCESS 116
110111100   16   33   26   19   23   29   22   29  9.586978 0.295219 SUCCESS 117
111000000   22   23   26   23   19   23   18   18  5.304630 0.724576 SUCCESS 118
111000010   24   25   24   29   22   23   27   26  1.647854 0.989972 SUCCESS 119
111000100   22   21   24   19   27   20   22   11 10.930135 0.205689 SUCCESS 120
111000110   19   25   22   17   13   20   28   27 10.973163 0.203224 SUCCESS 121
111001000   16   34   21   22   27   28   19   30 11.027446 0.200149 SUCCESS 122
111001010   30   22   28   21   21   20   21   16  7.398472 0.494313 SUCCESS 123
111001100   32   27   25   26   31   25   26   28  5.378772 0.716431 SUCCESS 124
111010000   38   21   24   26   27   26   21   20 10.147013 0.254859 SUCCESS 125
111010010   22   24   23   31   20   25   30   26  4.452662 0.814150 SUCCESS 126
111010100   28   25   27   25   21   24   33   27  4.784314 0.780361 SUCCESS 127
111010110   27   17   36   20   28   22   23   30 11.333280 0.183521 SUCCESS 128
111011000   28   22   28   23   31   25   25   21  3.792006 0.875385 SUCCESS 129
111011010   22   26   24   24   22   28   26   19  2.502470 0.961616 SUCCESS 130
111011100   29   26   26   31   20   30   22   16  8.341794 0.400815 SUCCESS 131
111100000   20   28   31   23   23   28   28   23  4.563213 0.803076 SUCCESS 132
111100010   25   22   22   33   30   19   24   17  8.527148 0.383739 SUCCESS 133
111100100   15   30   22   25   29   29   21   33 10.748752 0.216346 SUCCESS 134
111100110   35   24   27   27   33   38   25   22 16.573512 0.034869 SUCCESS 135
111101000   29   22   24   23   24   27   21   19  3.247859 0.917854 SUCCESS 136
111101010   27   29   25   22   25   25   36   25  7.191273 0.516144 SUCCESS 137
111101100   21   22   25   20   32   18   24   22  6.001033 0.647116 SUCCESS 138
111101110   26   24   24   32   26   26   12   17 11.619256 0.169017 SUCCESS 139
111110000   21   25   23   28   26   20   23   20  2.967842 0.936359 SUCCESS 140
111110010   20   33   24   22   16   24   28   22  7.992930 0.434161 SUCCESS 141
111110100   30   21   19   19   20   25   30   23  6.535251 0.587500 SUCCESS 142
111110110   23   25   17   13   31   15   20   28 14.879506 0.061531 SUCCESS 143
111111000   31   29   20   28   25   14   27   25  9.011055 0.341364 SUCCESS 144
111111010   27   20   21   21   18   27   31   27  6.239346 0.620441 SUCCESS 145
111111100   31   31   26   25   25   20   28   30  6.530617 0.588014 SUCCESS 146
111111110   29   20   28   26   26   24   30   24  3.826429 0.872434 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   36   26   35   30   28   29   27   28 14.185089 0.077067 SUCCESS   0
000000011   17   30   27   25   28   19   23   27  6.104302 0.635550 SUCCESS   1
000000101   24   24   24   30   18   26   31   24  5.045796 0.752670 SUCCESS   2
000000111   23   28   23   24   29   23   22   27  2.232382 0.973046 SUCCESS   3
000001001   26   22   29   26   21   33   26   23  5.173558 0.738875 SUCCESS   4
000001011   22   20   29   27   21   26   27   23  3.214760 0.920166 SUCCESS   5
000001101   15   29   26   30   28   20   21   27  8.222637 0.412030 SUCCESS   6
000001111   21   26   19   22   26   23   19   24  3.509341 0.898463 SUCCESS   7
000010001   25   27   28   31   35   17   31   24 11.631833 0.168402 SUCCESS   8
000010011   22   28   15   22   25   24   24   31  6.654407 0.574336 SUCCESS   9
000010101   22   21   19   32   20   30   23   28  7.197231 0.515510 SUCCESS  10
000010111   28   23   28   31   21   19   22   22  5.239756 0.731670 SUCCESS  11
000011001   19   30   23   32   25   25   25   31  6.987383 0.537995 SUCCESS  12
000011011   26   26   22   30   26   20   19   19  5.188122 0.737293 SUCCESS  13
000011101   32   34   26   23   25   18   29   27  9.479075 0.303506 SUCCESS  14
000011111   24   29   26   16   30   34   21   28 10.274775 0.246268 SUCCESS  15
000100011   23   30   21   27   34   19   30   20  9.477751 0.303608 SUCCESS  16
000100101   29   27   28   25   21   28   19   23  4.105123 0.847516 SUCCESS  17
000100111   27   24   15   26   25   24   24   28  4.722750 0.786756 SUCCESS  18
000101001   22   23   26   23   22   28   21   36  7.503065 0.483451 SUCCESS  19
000101011   24   28   25   21   24   25   19   33  5.452252 0.708324 SUCCESS  20
000101101   15   25   29   24   21   26   24   33  8.400710 0.395338 SUCCESS  21
000101111   23   23   28   31   25   27   18   23  4.681045 0.791059 SUCCESS  22
000110011   20   21   27   34   23   21   20   22  7.136990 0.521927 SUCCESS  23
000110101   20   28   20   19   23   32   23   28  6.586885 0.581787 SUCCESS  24
000110111   29   30   22   22   21   28   36   25  9.470469 0.304174 SUCCESS  25
000111001   20   28   25   24   38   29   29   22 11.267082 0.187020 SUCCESS  26
000111011   27   18   22   28   22   23   29   28  4.587706 0.800596 SUCCESS  27
000111101   25   19   24   21   15   20   22   18  8.286187 0.406026 SUCCESS  28
000111111   24   28   22   24   23   32   19   32  7.020482 0.534424 SUCCESS  29
001000011   27   25   30   21   25   23   24   21  2.714965 0.950953 SUCCESS  30
001000101   30   18   25   22   25   19   23   28  5.205333 0.735421 SUCCESS  31
001000111   18   25   26   23   35   30   23   24  8.122016 0.421643 SUCCESS  32
001001011   25   22   25   25   22   28   24   16  4.077982 0.850020 SUCCESS  33
001001101   30   14   16   22   30   25   26   20 11.415366 0.179256 SUCCESS  34
001001111   22   18   23   26   23   18   22   23  4.313647 0.827775 SUCCESS  35
001010011   21   17   26   25   20   23   17   33  9.288425 0.318552 SUCCESS  36
001010101   26   24   23   26   22   30   22   20  2.943348 0.937862 SUCCESS  37
001010111   28   32   28   27   24   25   19   33  8.225285 0.411779 SUCCESS  38
001011011   23   29   21   18   27   23   32   28  6.570998 0.583544 SUCCESS  39
001011101   24   25   20   28   26   12   25   23  8.110763 0.422726 SUCCESS  40
001011111   26   34   27   32   27   19   17   23 10.672624 0.220947 SUCCESS  41
001100101   28   26   26   22   16   27   28   38 12.673127 0.123602 SUCCESS  42
001100111   16   16   28   28   19   23   22   22  8.880645 0.352465 SUCCESS  43
001101011   23   24   19   21   32   29   19   28  6.943030 0.542792 SUCCESS  44
001101101   24   17   19   18   29   17   20   29 10.227774 0.249402 SUCCESS  45
001101111   30   23   21   19   19   28   37   22 11.891991 0.156088 SUCCESS  46
001110101   31   30   26   27   34   18   17   17 13.849466 0.085774 SUCCESS  47
001110111   27   22   19   27   12   16   24   31 13.405939 0.098625 SUCCESS  48
001111011   22   20   18   27   11   19   25   23 12.023063 0.150178 SUCCESS  49
001111101   22   24   25   21   35   28   23   19  7.383909 0.495834 SUCCESS  50
001111111   28   24   17   25   22   33   19   26  7.612292 0.472228 SUCCESS  51
010000011   17   27   23   24   22   21   25   20  4.263336 0.832617 SUCCESS  52
010000111   27   32   35   19   25   27   31   24 10.886444 0.208217 SUCCESS  53
010001011   20   21   22   21   26   24   25   27  2.459441 0.963595 SUCCESS  54
010001111   19   22   19   22   33   30   28   31  9.816685 0.278129 SUCCESS  55
010010011   19   16   26   20   17   27   21   19  9.481061 0.303352 SUCCESS  56
010010111   25   22   19   30   25   23   29   20  4.638017 0.795471 SUCCESS  57
010011011   30   13   17   31   26   15   28   18 17.134209 0.028742 SUCCESS  58
010011111   27   19   23   28   24   22   18   28  4.688327 0.790309 SUCCESS  59
010100011   27   20   27   31   29   31   24   21  6.478982 0.593740 SUCCESS  60
010100111   21   21   23   22   20   30   21   24  3.950220 0.861587 SUCCESS  61
010101011   23   28   27   24   23   21   20   23  2.400525 0.966208 SUCCESS  62
010101111   30   22   23   22   22   26   16   28  5.789861 0.670757 SUCCESS  63
010110011   26   30   26   21   25   26   19   26  3.503383 0.898927 SUCCESS  64
010110111   27   28   26   15   22   18   25   34 10.586567 0.226243 SUCCESS  65
010111011   29   22   29   18   33   22   18   21  9.374482 0.311696 SUCCESS  66
010111111   29   16   26   36   24   14   27   29 15.468006 0.050659 SUCCESS  67
011000111   24   24   27   26   24   24   24   21  0.918352 0.998713 SUCCESS  68
011001111   22   23   28   19   27   25   24   22  2.663331 0.953679 SUCCESS  69
011010111   26   18   22   24   29   27   20   27  4.383816 0.820941 SUCCESS  70
011011111   31   20   16   11   21   25   33   19 18.133799 0.020245 SUCCESS  71
011101111   34   25   18   23   14   23   19   31 13.483391 0.096265 SUCCESS  72
011111111   28   16   21   28   29   25   15   28  9.780938 0.280739 SUCCESS  73
100000000   36   26   35   30   28   29   27   28 14.185089 0.077067 SUCCESS  74
100010000   29   20   23   28   28   29   29   22  4.936570 0.764334 SUCCESS  75
100100000   20   23   28   21   26   30   33   30  7.843323 0.448923 SUCCESS  76
100101000   18   27   20   32   25   34   27   31 11.343210 0.183000 SUCCESS  77
100110000   30   27   19   28   25   19   30   27  6.266487 0.617409 SUCCESS  78
